RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Palestine, TX",TX,3.67,2.02,2.48,2.75,6.61,8.07,8.44,6.7,4.31,3.3,3.39,4.77,6.42,7.71,7.61,5.14,3.12,3.03,5.41,6.33,7.16,7.06,7.25,5.6,2.57,1.38,1.47,2.11,3.58,5.23,7.43,7.34,6.79,6.88,8.26,8.81,8.72,8.35,6.24,3.76,2.66,4.13,5.96,7.89,8.9,9.36,9.63,9.27,8.62,5.69,3.49,2.29,3.85,6.15,9.45,9.72,9.82,10,9.91
"Dublin, GA",GA,2.57,3.49,2.94,4.04,4.31,5.41,5.14,6.24,6.33,6.51,6.7,6.15,5.87,4.86,5.78,5.69,4.95,5.5,5.6,6.06,5.96,6.42,6.97,7.34,8.44,8.07,8.72,9.17,9.91,9.72,9.82,10,9.63,9.45,9.54,8.9,8.62,7.52,7.06,6.88,6.79,7.16,7.43,7.61,7.98,9.27,9.36,9.08,7.71,7.8,8.17,8.99,8.81,8.53,8.35,8.26,7.89,7.25,6.61
"Sanford, NC",NC,4.68,5.05,5.41,5.69,5.32,4.86,3.3,3.49,3.12,3.94,3.67,4.31,4.5,3.58,2.66,1.38,2.48,4.4,6.7,7.34,7.52,7.16,6.88,6.42,6.33,5.96,5.5,5.23,5.14,5.6,5.87,6.15,6.51,6.79,6.97,7.06,6.24,5.78,4.77,3.85,4.95,6.61,7.61,7.98,8.07,8.44,8.26,8.17,7.8,7.43,7.25,7.89,8.35,8.81,9.08,8.99,8.72,8.62,8.53
"Fergus Falls, MN",MN,3.39,3.76,3.03,2.11,1.56,1.65,3.21,4.13,4.68,4.04,4.95,5.96,6.33,5.87,4.31,3.49,4.77,5.41,5.6,5.05,4.5,3.94,4.86,4.59,4.22,3.58,2.84,2.2,1.93,3.3,5.23,6.15,6.61,7.06,7.16,7.25,7.52,7.61,8.07,8.81,9.08,9.17,8.99,8.9,8.53,8.26,7.98,7.8,7.71,7.43,6.88,6.51,6.79,7.34,7.89,8.17,8.62,8.44,8.72
"Tiffin, OH",OH,5.41,5.14,4.22,2.66,1.74,1.93,3.3,6.33,7.16,6.88,4.77,3.39,2.75,3.12,2.39,1.83,1.47,2.2,3.58,6.42,6.97,7.43,7.06,6.15,5.78,5.05,5.96,5.5,4.4,2.94,4.04,6.51,8.62,8.9,8.72,8.44,7.52,6.7,4.86,3.49,4.31,6.24,8.35,9.08,9.45,9.17,8.81,8.53,7.98,7.71,6.61,6.06,5.87,6.79,7.34,7.61,7.89,7.8,8.17
"Fairmont, WV",WV,10,9.72,8.81,5.6,3.94,2.75,4.4,7.71,9.82,9.63,8.35,4.95,2.84,2.48,2.57,3.58,4.04,5.69,6.51,7.16,6.79,6.24,6.06,5.41,4.77,3.49,3.3,3.12,4.59,5.32,6.33,6.42,7.06,7.52,7.98,8.72,8.53,6.61,4.13,2.94,4.5,6.15,7.8,8.9,9.36,9.27,8.44,8.26,8.17,7.89,6.88,7.25,8.07,9.45,9.54,9.17,8.99,9.08,9.91
"Crossville, TN",TN,0.83,1.19,1.38,0.92,1.28,2.39,4.59,5.5,4.95,5.05,5.6,6.06,6.15,6.33,5.78,4.22,3.58,3.76,4.68,3.85,3.67,3.39,4.04,5.32,5.87,6.42,7.06,7.61,7.52,7.43,6.97,6.79,6.88,7.71,7.98,8.35,8.62,8.44,8.81,9.36,9.91,10,9.82,9.72,9.27,8.99,8.53,8.17,7.8,7.89,8.07,8.26,8.72,8.9,9.08,9.17,9.45,9.54,9.63
"Picayune, MS",MS,3.3,2.84,1.65,1.19,0.83,0.18,0.09,0.28,0.55,0.64,0.46,0.37,0.73,0.92,1.47,4.68,3.85,4.86,5.96,7.06,8.53,8.81,8.9,9.08,8.72,8.07,7.34,7.25,7.89,8.99,8.44,6.97,6.51,6.79,8.35,9.36,8.26,6.42,5.6,5.87,6.61,8.62,9.45,9.82,10,9.72,9.17,7.43,6.7,6.88,7.8,7.98,7.71,7.61,8.17,9.27,9.63,9.91,9.54
"Gloversville, NY",NY,2.94,1.74,2.02,3.76,6.61,8.17,7.61,5.5,4.22,3.67,4.5,4.59,4.4,3.12,2.11,1.83,2.48,2.29,3.3,4.68,7.25,8.62,7.98,5.69,4.04,4.86,8.07,9.82,10,9.91,9.54,8.9,8.44,7.16,6.42,7.06,7.8,6.97,4.31,3.39,3.49,6.24,8.53,9.17,9.45,9.27,9.08,8.99,9.36,9.72,9.63,8.81,8.26,7.34,6.88,6.7,5.87,7.43,7.89
"Sonora, CA",CA,3.85,5.69,7.52,7.71,6.42,5.23,4.86,5.14,4.31,3.94,4.13,4.04,3.67,3.21,2.39,2.57,3.49,4.5,6.24,6.51,5.78,5.6,5.5,5.05,4.68,4.77,4.95,5.41,6.88,8.72,9.17,8.17,6.97,6.61,7.25,9.08,9.36,9.45,9.54,9.82,10,9.91,9.72,9.63,9.27,8.99,8.44,8.62,8.07,7.16,5.96,5.32,6.06,7.06,7.98,8.26,8.35,7.89,7.34
"Gaffney, SC",SC,2.02,0.92,1.1,3.58,4.68,4.4,3.39,3.76,5.5,8.26,8.53,6.61,3.67,1.65,1.01,1.28,1.93,2.66,2.84,3.03,4.77,5.6,7.16,6.15,5.69,4.04,5.23,6.42,8.81,8.62,7.89,6.24,5.96,6.79,8.44,9.54,9.17,7.34,5.41,4.86,6.7,9.63,10,9.91,9.72,9.27,8.35,7.71,7.52,6.97,7.25,6.51,7.06,7.43,9.08,9.36,9.82,9.45,8.72
"Carson City, NV",NV,6.61,5.32,4.31,5.69,8.53,8.99,8.26,7.06,6.51,7.25,7.71,6.42,5.14,4.13,4.4,7.16,8.07,8.17,7.34,5.6,6.06,6.97,5.96,5.05,4.22,5.5,5.23,3.67,3.03,3.21,4.04,4.77,5.41,6.79,8.81,9.17,9.36,9.45,9.63,9.91,10,9.82,9.72,9.54,9.27,9.08,8.9,8.72,8.35,7.8,7.61,7.52,7.98,8.44,8.62,7.89,6.15,4.86,4.68
"Calhoun, GA",GA,3.3,1.47,1.19,1.56,3.12,5.5,5.32,4.4,2.84,2.11,2.2,2.48,3.39,3.21,2.66,1.74,1.65,1.93,4.13,5.6,6.33,7.16,7.34,6.79,5.78,4.22,3.76,4.68,6.42,8.07,9.17,9.45,9.63,8.72,8.62,7.71,8.81,8.35,8.44,8.99,9.27,9.72,9.91,10,9.82,9.08,8.17,8.53,9.54,9.36,8.9,7.06,7.61,7.43,8.26,7.25,7.8,7.52,7.98
"Milledgeville, GA",GA,2.02,0.92,1.01,0.73,1.38,1.28,1.65,1.19,1.47,1.74,3.03,5.6,7.61,7.98,6.42,6.51,5.5,7.06,6.97,6.7,3.76,3.3,3.49,6.61,7.71,8.62,7.16,4.77,2.39,2.29,2.66,3.58,4.04,4.59,5.78,5.41,4.95,3.12,2.2,3.21,8.35,9.17,9.27,9.08,8.99,8.81,8.72,7.34,4.68,3.39,4.13,5.69,4.5,2.84,2.11,2.57,4.4,6.06,8.17
"Waycross, GA",GA,6.15,3.76,1.19,1.1,2.94,5.78,7.89,6.79,6.61,4.86,5.05,4.22,3.94,2.84,1.93,2.02,1.65,2.2,3.03,4.13,5.96,5.5,4.95,2.75,1.74,1.01,1.47,2.48,4.4,6.7,7.16,7.71,7.98,8.35,8.26,8.17,8.44,7.52,6.33,6.24,7.34,8.72,9.17,9.54,9.36,9.63,8.9,8.07,7.06,8.62,8.99,9.27,9.08,8.81,9.45,9.72,9.91,10,9.82
"Jasper, IN",IN,4.86,3.21,1.83,1.38,1.74,4.04,5.87,7.71,5.41,3.67,1.1,1.47,2.94,4.77,3.3,0.73,0.09,1.01,4.4,5.78,6.24,6.88,8.07,7.89,7.52,5.5,4.5,2.39,3.58,5.23,6.61,7.43,6.97,8.35,8.26,8.44,7.06,7.16,6.33,7.25,7.61,8.17,8.99,9.82,10,9.91,9.72,9.08,7.8,6.7,5.96,6.79,7.98,8.9,9.17,9.45,9.63,9.27,8.62
"Ontario, OR",OR,4.95,2.66,1.1,0.55,1.28,2.11,3.49,4.13,4.77,4.31,2.75,1.83,1.47,1.93,2.2,2.48,2.94,3.39,6.06,5.87,5.96,5.32,6.15,6.61,7.16,5.69,3.03,2.39,3.21,7.06,7.61,8.35,8.44,8.26,8.07,7.89,7.34,5.78,4.5,4.4,6.97,7.8,8.99,9.17,9.27,9.08,8.9,8.72,8.62,8.17,7.52,7.71,8.81,9.82,10,9.91,9.72,9.45,9.54
"Payson, AZ",AZ,2.84,2.66,2.48,2.2,2.29,2.75,3.39,4.5,4.59,4.95,5.6,5.96,6.51,6.33,5.69,5.32,6.06,5.78,5.87,4.68,4.13,3.76,3.58,3.3,3.49,3.21,3.85,4.22,4.77,5.5,6.61,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.35,8.53,9.45,9.72,9.91,10,9.82,9.63,9.54,9.27,8.81,8.72,8.99,9.36,9.08,9.17,8.9,8.62,8.44,8.26
"McComb, MS",MS,4.13,4.95,4.5,4.86,4.59,5.87,7.25,8.17,6.06,2.39,2.02,0.64,1.83,1.65,3.49,4.77,8.35,3.12,1.28,0.46,0.92,1.93,2.75,3.85,3.21,1.1,0.18,0.28,1.47,5.5,5.69,5.05,5.23,5.32,5.14,4.22,4.31,3.76,3.94,2.2,1.74,0.55,1.01,2.48,5.78,9.72,9.82,6.51,3.39,1.56,0.83,1.38,2.84,5.6,5.41,4.68,4.4,6.88,10
"Rochelle, IL",IL,0.28,0.55,1.19,3.3,4.4,5.23,5.14,5.32,5.69,4.95,4.31,3.76,3.49,3.39,3.03,2.39,3.58,5.6,6.97,6.06,3.94,4.13,4.5,7.06,7.71,8.81,7.98,7.8,7.34,6.7,5.87,6.33,7.43,8.17,9.08,7.52,6.61,6.51,6.79,4.86,2.84,2.94,5.05,7.61,8.35,8.26,9.36,9.72,9.63,8.62,8.07,8.9,9.82,9.54,9.17,8.72,8.53,7.89,8.44
"Scottsboro, AL",AL,2.39,2.29,2.84,3.3,6.33,6.79,8.81,9.17,10,9.91,9.82,8.17,7.06,6.15,7.16,6.7,6.24,6.61,6.88,7.98,7.8,7.43,3.85,2.11,1.1,1.74,2.57,2.48,0.55,0.09,0.37,2.02,4.31,5.87,5.41,4.04,3.21,2.66,1.28,0.64,0.92,1.83,4.59,8.07,9.08,9.72,9.27,9.54,9.45,8.72,7.61,6.97,8.26,8.35,7.89,8.44,8.99,8.9,8.62
"Danville, KY",KY,2.29,2.02,1.65,0.92,1.19,1.83,3.58,5.23,5.05,4.4,3.67,3.76,2.57,1.74,0.55,0.37,0.73,2.11,5.87,6.7,6.61,4.68,3.94,3.12,4.13,4.04,3.85,2.84,3.03,3.39,5.14,6.06,7.16,7.34,7.8,7.61,7.06,6.15,5.32,6.79,7.43,8.53,8.62,8.81,8.99,9.08,8.72,8.44,6.88,6.24,5.5,6.42,7.25,7.89,8.26,8.07,8.17,7.98,7.71
"Ashland, OH",OH,3.12,0.64,0.28,0.09,0.18,0.55,5.78,6.61,7.8,8.26,8.07,7.34,6.42,5.96,5.32,4.5,5.41,6.15,6.97,6.79,6.06,5.6,5.69,6.51,7.25,7.16,6.24,5.5,5.87,6.33,7.61,8.44,8.72,7.06,6.7,6.88,7.43,7.89,7.98,8.9,9.36,9.72,9.45,9.17,9.08,8.99,8.62,8.35,8.17,8.81,7.52,7.71,8.53,9.27,9.82,10,9.91,9.63,9.54
"Galesburg, IL",IL,4.4,5.41,3.49,2.39,0.55,2.57,4.13,6.51,5.32,5.23,4.68,2.84,1.01,0.28,1.1,1.19,1.28,0.92,2.02,2.29,1.83,1.65,3.03,6.42,7.61,8.62,9.36,9.54,9.17,7.8,6.24,4.95,4.31,4.5,5.69,7.43,8.44,8.53,8.07,7.98,8.81,8.99,9.08,8.26,8.35,7.06,6.15,4.77,5.05,3.85,3.94,3.3,5.78,7.25,8.72,9.63,10,9.91,9.82
"Warrensburg, MO",MO,3.49,2.75,3.3,3.12,3.76,4.22,4.4,3.94,3.03,3.39,4.13,4.68,3.85,3.21,2.66,3.58,3.67,4.04,4.59,5.14,5.32,5.6,6.24,6.33,6.06,5.5,5.41,5.87,6.51,6.79,6.15,5.69,5.78,6.42,7.61,8.44,8.53,8.07,7.16,6.7,6.97,7.8,8.62,8.26,8.17,7.34,6.88,6.61,7.25,8.35,8.99,8.9,8.81,7.89,7.52,7.06,7.71,7.98,7.43
"Fort Leonard Wood, MO",MO,1.83,1.65,1.74,3.3,4.31,5.5,5.87,6.42,5.23,4.77,3.58,4.68,5.78,5.6,3.03,0.92,0.73,1.1,2.02,3.76,4.5,5.05,1.56,1.47,0.83,2.75,1.93,4.04,4.22,4.86,3.39,2.94,3.21,3.94,4.4,4.13,3.67,1.28,0.37,0.46,2.29,6.24,7.25,7.16,6.79,6.51,6.15,5.32,2.84,1.19,0.28,0.09,0.64,2.2,5.14,6.61,6.7,6.88,6.97
"Glasgow, KY",KY,4.86,3.49,1.74,0.83,0.55,1.28,3.3,6.7,8.62,9.36,8.81,7.8,5.5,3.85,2.39,1.19,0.46,1.01,2.75,5.32,4.22,3.03,3.58,5.14,5.78,4.77,3.67,3.39,3.76,5.6,7.34,9.08,8.35,7.71,7.25,6.97,6.88,6.24,5.23,4.13,4.04,5.05,6.42,7.89,8.07,6.79,6.33,5.87,6.06,5.69,4.95,4.59,4.5,5.96,7.16,9.63,10,9.91,8.44
"Athens, TN",TN,3.58,2.39,4.31,3.76,4.4,3.3,3.67,4.04,4.86,5.23,5.32,6.33,6.42,5.78,4.59,3.94,4.95,6.06,5.69,5.5,4.22,4.77,5.14,5.96,6.24,6.51,7.06,7.61,7.34,7.25,6.88,7.71,8.99,9.36,8.9,7.98,7.8,8.62,9.27,8.35,8.26,8.72,9.91,9.82,9.54,7.89,7.52,7.43,8.17,9.17,8.81,8.44,8.07,8.53,9.08,9.45,9.63,9.72,10
"Edwards, CO",CO,5.05,4.31,5.23,4.4,4.95,4.86,5.14,5.32,5.41,5.6,5.5,5.78,6.15,6.06,5.69,5.96,5.87,6.33,6.24,6.51,6.61,6.42,6.79,6.97,6.88,6.7,7.06,7.52,9.08,7.61,7.8,8.07,8.44,9.45,8.81,9.63,8.17,9.72,9.17,10,9.36,9.82,9.91,8.72,9.54,8.62,8.99,8.9,7.98,9.27,7.16,8.35,7.43,8.26,7.25,7.34,8.53,7.89,7.71
"Fernley, NV",NV,3.67,3.94,4.95,7.43,8.99,9.36,8.62,8.26,7.98,8.9,8.81,8.44,7.34,6.79,6.15,5.87,5.23,4.86,5.32,5.96,6.7,5.78,5.6,5.41,6.24,6.42,7.25,7.06,7.16,6.51,6.88,8.07,9.54,9.91,10,9.82,9.45,7.89,6.33,6.97,8.53,9.63,9.72,9.27,8.35,7.8,8.17,9.17,9.08,8.72,5.69,3.85,2.39,2.2,3.3,3.76,4.5,4.31,5.14
"Mason City, IA",IA,3.49,3.76,3.67,4.04,3.58,4.31,4.59,5.6,4.95,5.23,4.68,5.05,5.41,5.87,5.32,5.5,6.15,6.42,8.26,6.88,6.51,7.06,9.27,9.54,9.91,9.72,10,8.9,7.25,6.24,6.33,6.97,7.98,9.17,8.81,8.99,8.35,7.43,6.7,7.34,8.17,9.45,9.82,9.63,9.36,8.62,8.53,7.89,8.44,9.08,8.72,7.61,6.79,6.61,7.16,7.8,8.07,7.71,7.52
"Malone, NY",NY,4.31,3.39,2.39,1.38,2.11,3.58,4.68,4.22,3.12,2.84,3.49,3.3,3.67,4.77,6.51,6.88,5.41,4.04,5.87,6.42,5.05,1.19,0.37,0.83,2.66,6.24,5.78,5.6,7.34,9.54,9.91,9.72,8.44,7.98,7.89,8.99,9.36,9.08,8.26,8.17,6.79,7.52,6.06,7.43,6.61,6.97,5.32,4.95,5.23,6.15,8.35,8.9,9.17,8.62,7.61,8.07,8.53,8.81,7.8
"Winona, MN",MN,3.3,3.39,4.04,3.58,4.13,4.31,5.14,5.87,5.6,6.24,6.42,5.78,4.59,4.22,3.94,4.5,5.05,5.69,5.96,6.33,6.06,5.41,3.85,3.03,2.75,3.21,3.12,2.66,3.76,4.95,7.06,6.61,6.51,6.88,7.52,8.26,9.08,8.17,8.44,8.35,8.9,8.99,8.81,8.72,8.62,7.98,7.8,7.61,7.34,6.79,5.5,4.77,4.4,5.23,6.15,7.16,7.89,8.07,8.53
"Durango, CO",CO,3.76,3.03,2.66,2.84,3.85,5.5,7.43,7.98,7.71,7.61,6.97,5.78,4.86,4.04,2.75,1.74,2.48,4.13,5.32,4.77,4.68,5.05,5.14,4.59,4.4,6.06,8.72,9.45,9.91,9.72,9.17,8.44,7.06,6.42,6.15,6.51,7.16,7.89,8.26,9.27,9.54,10,9.82,9.63,9.36,8.62,6.79,6.7,8.07,8.81,9.08,8.99,8.9,7.8,7.25,6.88,7.52,7.34,6.61
"Platteville, WI",WI,1.47,1.1,1.38,1.56,1.28,1.83,2.94,3.67,2.75,3.03,3.12,4.4,4.04,3.85,3.58,4.22,5.32,4.77,4.86,4.59,4.68,4.5,3.76,2.39,3.21,2.48,2.84,1.74,2.2,3.49,4.13,5.23,5.05,5.6,5.87,6.7,6.06,6.42,5.41,5.14,4.95,6.51,7.43,7.16,6.79,6.61,6.97,6.15,5.5,4.31,5.69,5.78,6.33,5.96,6.88,7.34,7.61,7.52,7.25
"Boone, NC",NC,2.2,1.65,1.38,1.19,0.83,1.1,1.28,3.85,3.49,3.94,4.95,5.23,4.86,2.57,2.11,4.59,7.06,7.52,6.7,4.77,4.04,2.94,2.84,2.39,2.66,3.21,3.67,4.31,3.58,4.4,5.32,6.33,6.51,6.24,6.15,5.41,5.6,6.06,6.97,6.61,6.88,6.42,7.16,7.61,8.07,8.26,8.35,8.44,8.17,7.89,7.43,7.98,8.53,9.08,9.17,8.99,8.9,8.81,8.62
"Bartlesville, OK",OK,5.5,3.94,4.04,6.42,7.8,9.08,7.98,7.52,5.87,5.69,3.03,2.57,1.74,2.48,4.13,4.95,3.12,2.84,3.58,6.97,5.6,3.49,1.56,1.47,1.19,0.73,0.64,0.37,1.38,0.83,2.02,2.11,5.05,6.15,7.89,8.07,8.53,7.06,7.16,6.79,7.71,8.44,8.17,7.25,6.33,6.24,5.23,3.76,2.94,4.22,3.85,4.86,5.96,8.26,9.54,9.45,8.62,9.27,9.72
"Jacksonville, TX",TX,2.48,2.75,4.77,7.16,7.52,7.8,7.71,6.97,5.78,5.87,7.25,7.34,6.7,5.05,3.58,4.5,6.42,6.24,4.4,3.3,3.76,4.04,3.85,3.67,3.39,2.94,2.84,4.13,4.68,5.32,5.6,5.5,4.95,4.31,2.66,2.29,2.02,1.83,1.65,1.56,1.93,2.2,3.49,4.86,5.69,6.06,6.51,6.15,5.14,4.22,3.03,3.21,3.94,5.23,6.33,6.88,7.06,6.61,5.41
"Elko, NV",NV,3.49,1.47,0.83,1.19,3.85,5.69,6.79,6.15,5.23,3.94,2.94,2.2,1.01,0.46,0.18,0.37,0.64,1.56,3.76,5.5,5.6,5.05,3.39,2.29,2.75,2.39,1.74,1.38,2.48,4.5,6.61,7.43,8.44,7.71,6.7,4.95,4.31,3.67,3.12,4.04,5.87,8.53,9.63,10,9.91,9.72,9.45,9.36,8.99,7.52,4.86,2.02,3.21,5.96,8.35,8.81,7.98,7.34,6.88
"Rexburg, ID",ID,0.92,1.47,2.94,4.86,4.22,4.13,3.12,3.3,1.65,1.28,1.1,2.39,3.67,2.11,1.38,1.83,3.85,5.05,5.41,5.96,5.78,5.5,5.23,5.32,4.68,4.31,3.39,3.76,5.14,6.06,7.06,6.79,6.15,6.24,6.88,7.25,6.33,6.7,7.8,8.62,9.17,9.36,9.54,8.9,8.53,8.44,8.72,9.08,9.27,8.26,7.71,7.98,8.35,8.17,7.16,6.42,6.97,7.43,7.61
"St. Marys, GA",GA,3.76,3.67,3.58,5.96,8.26,9.54,8.99,8.53,8.35,7.98,8.17,8.07,8.44,7.89,6.61,5.5,5.05,4.86,5.32,4.5,4.77,5.6,5.41,4.31,3.94,3.49,3.85,4.13,4.59,6.15,7.25,7.52,7.16,6.51,6.7,6.88,7.61,7.8,9.08,9.82,10,9.91,9.72,9.45,9.63,9.36,8.72,7.71,6.79,7.34,6.97,6.33,6.06,7.43,8.62,8.9,8.81,9.17,9.27
"Ozark, AL",AL,1.1,2.94,4.68,6.79,5.69,5.6,2.75,5.14,7.89,8.72,5.78,0.92,0.46,0.37,0.28,0.18,0.09,0.55,4.59,7.8,6.42,2.66,7.06,5.41,4.77,0.83,2.11,2.29,6.88,3.67,6.15,7.25,8.26,8.81,9.08,9.54,9.91,9.72,8.9,4.04,6.61,8.44,9.82,9.45,9.17,8.53,8.07,6.06,3.03,1.56,1.19,2.02,4.31,7.61,7.34,7.43,8.17,9.36,9.63
"Enterprise, AL",AL,0.92,0.64,1.01,2.2,3.67,3.39,2.48,2.11,2.75,3.49,3.21,1.74,1.19,1.28,1.93,2.29,2.57,3.03,3.76,4.77,6.42,6.7,5.23,3.3,1.56,1.1,1.83,2.94,3.58,3.94,4.31,5.6,5.96,6.06,5.69,5.78,5.32,4.68,4.4,4.22,5.05,5.14,5.87,5.5,5.41,4.95,4.86,4.59,4.13,3.12,2.66,2.39,3.85,4.5,6.24,6.33,6.61,6.51,6.15
"Paris, TX",TX,3.12,1.83,0.83,0.55,1.1,2.75,5.14,4.4,4.22,4.04,5.5,3.03,1.65,0.92,1.19,2.11,3.94,7.16,9.45,9.63,9.54,8.9,7.06,6.06,6.24,6.97,7.61,8.72,8.53,7.52,7.34,8.99,9.82,10,9.91,9.72,8.44,6.42,5.41,4.13,4.59,5.96,8.26,9.27,9.08,8.62,7.89,6.88,5.69,4.31,3.3,3.67,5.23,6.7,7.98,9.17,9.36,8.81,8.07
"Kerrville, TX",TX,5.41,4.31,2.84,2.66,3.67,5.5,6.79,7.06,6.33,5.6,5.69,5.05,4.86,4.22,4.68,5.14,6.06,6.24,6.61,7.16,6.88,6.42,6.51,6.97,7.43,6.7,5.96,5.78,6.15,7.61,7.98,8.35,8.53,8.81,8.99,9.45,9.54,9.36,8.26,7.89,8.72,9.08,9.72,9.82,10,9.91,9.63,8.07,9.27,8.9,9.17,7.25,7.34,7.52,8.44,8.62,8.17,7.8,7.71
"New Castle, IN",IN,3.76,2.84,2.11,1.19,0.46,2.2,5.78,8.35,7.25,6.79,6.7,6.24,5.14,3.67,3.85,3.12,3.94,4.04,5.96,6.61,7.43,7.06,6.06,5.23,4.59,4.4,4.31,4.95,5.5,6.33,6.97,7.71,8.07,8.9,9.08,9.17,8.62,8.53,8.17,7.98,7.52,7.34,7.61,8.72,9.27,9.54,8.99,8.44,7.89,7.8,8.26,8.81,9.36,9.72,9.91,10,9.82,9.63,9.45
"Norfolk, NE",NE,6.7,5.05,5.23,3.85,3.03,3.49,6.79,8.62,8.81,8.72,8.26,7.52,6.24,4.13,2.94,1.93,2.48,4.04,6.51,5.96,5.41,6.15,4.95,3.67,2.39,1.47,1.38,1.28,2.2,3.94,7.06,7.61,8.35,7.16,5.6,4.22,4.31,6.61,7.89,9.27,9.63,9.36,8.9,7.8,6.97,4.5,3.58,3.76,4.68,6.06,5.32,2.11,1.01,0.92,1.83,4.86,6.42,6.88,4.77
"Washington, NC",NC,1.38,1.19,0.83,1.74,1.83,2.57,2.11,3.49,3.03,2.39,0.92,0.73,1.1,1.65,2.02,1.56,0.55,1.01,2.48,5.23,6.06,6.33,5.41,4.31,2.94,2.2,2.75,3.12,4.95,5.87,5.14,3.85,3.58,4.04,5.5,4.77,4.5,3.94,4.59,4.68,5.05,5.96,6.51,6.79,8.26,8.62,7.52,6.61,6.24,5.78,6.15,5.6,4.22,3.3,3.21,3.76,4.86,5.69,6.42
"Corsicana, TX",TX,4.13,4.86,4.22,4.59,5.14,6.06,5.96,5.32,5.41,4.68,3.21,2.57,1.28,3.67,4.95,8.17,6.97,5.5,3.58,2.75,2.94,3.85,5.6,7.16,8.9,8.44,8.35,7.98,8.53,7.89,7.8,6.61,6.24,5.78,6.51,6.33,6.79,7.06,7.71,7.61,8.07,8.72,9.08,9.17,9.27,9.36,9.54,9.72,9.91,9.82,10,9.63,9.45,8.99,8.81,8.62,8.26,7.34,6.15
"Burlington, IA",IA,2.84,5.32,6.06,6.88,3.12,2.66,4.22,5.78,5.69,4.5,4.31,4.04,3.85,5.87,6.97,6.79,7.16,7.43,7.52,7.25,7.34,8.62,8.26,8.81,7.98,8.35,8.17,7.8,7.89,8.53,9.08,8.07,6.7,4.68,4.95,3.03,3.76,2.29,1.74,1.47,2.94,7.71,6.42,5.05,2.11,3.21,4.77,4.86,4.59,5.41,3.94,1.93,0.73,0.18,0.37,0.83,1.83,1.65,3.67
"Cadillac, MI",MI,1.28,1.47,2.11,1.93,2.39,2.66,2.57,1.83,1.19,1.01,0.73,0.46,0.55,0.92,1.1,0.64,0.18,0.28,1.38,4.22,5.78,6.7,6.97,6.88,6.61,6.33,6.24,6.15,5.6,5.14,4.86,4.59,4.68,5.05,6.42,7.16,7.06,5.32,4.5,5.87,7.52,8.44,8.53,8.26,8.35,8.62,8.9,9.08,8.99,8.81,8.17,7.43,7.34,7.8,8.07,7.89,7.61,7.71,7.98
"Kendallville, IN",IN,3.58,3.67,3.76,4.22,4.13,4.4,4.59,5.05,4.95,4.86,4.77,5.23,5.69,6.06,6.24,5.87,6.15,5.96,6.33,6.42,6.51,6.88,7.06,6.97,6.7,6.61,6.79,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.35,9.54,9.72,10,9.91,9.82,9.45,8.9,9.27,8.72,8.81,8.53,9.08,9.36,9.63,9.17,8.99,8.44,8.62
"Nogales, AZ",AZ,8.17,8.53,7.43,6.51,4.4,1.28,0.73,1.19,3.3,4.31,2.84,3.39,3.67,3.21,1.01,0.18,0.09,0.37,1.47,4.5,4.04,2.48,1.74,3.76,5.87,7.98,5.96,3.58,4.22,5.69,7.34,6.24,7.06,8.62,9.54,8.35,6.88,5.78,7.61,9.08,9.45,9.27,8.26,6.42,4.59,2.75,3.03,4.95,6.61,8.07,8.72,8.81,8.9,8.44,9.36,9.72,9.82,10,9.91
"Oxford, MS",MS,4.31,4.4,5.23,5.41,5.5,5.78,4.86,5.32,5.96,6.33,6.7,6.79,7.16,6.61,7.25,7.06,7.34,7.61,8.53,8.9,8.62,8.81,8.17,8.44,8.72,7.89,7.8,7.43,8.26,7.71,8.07,8.35,8.99,9.27,9.72,9.91,9.54,9.36,9.45,10,9.63,9.82,9.17,9.08,7.98,7.52,6.97,6.15,5.87,5.69,5.6,4.22,5.14,5.05,6.24,6.06,6.42,6.51,6.88
"Plymouth, IN",IN,2.57,2.39,1.56,0.83,0.18,0.09,0.64,5.05,6.7,6.51,5.87,3.85,3.12,1.28,2.29,1.01,2.84,4.95,7.43,8.44,9.45,7.89,6.61,5.5,5.41,5.32,5.14,3.49,3.67,5.6,7.52,8.81,9.17,8.53,8.99,9.08,9.54,9.72,9.91,9.36,8.26,7.25,8.17,8.35,9.27,8.62,7.98,7.34,7.06,6.79,5.96,4.59,3.76,4.4,5.78,6.42,7.61,8.9,9.63
